Bits	Prep	Calc	Clean	Pre_Cuda	 Post_CUDA	GPU	CPU			
17064	0,004348	0,000225	0,000459	0,010845	0,000461	0,016347	0,000065			
17088	0,004541	0,000226	0,000492	0,010725	0,000449	0,016440	0,000063			
17112	0,003070	0,000210	0,000325	0,010764	0,000450	0,014827	0,000063			
17136	0,003333	0,000218	0,000357	0,010817	0,000451	0,015183	0,000063			
17160	0,002626	0,000215	0,000269	0,010809	0,000456	0,014384	0,000063			
17184	0,004608	0,000228	0,000489	0,010936	0,000456	0,016726	0,000064			
17208	0,003163	0,000220	0,000326	0,010962	0,000454	0,015133	0,000063			
17232	0,003796	0,000285	0,000391	0,010977	0,000454	0,015911	0,000063			
17256	0,004602	0,000303	0,000480	0,011029	0,000456	0,016878	0,000063			
17280	0,002515	0,000241	0,000256	0,011141	0,000462	0,014622	0,000064			
17304	0,004688	0,000310	0,000480	0,011088	0,000459	0,017033	0,000063			
17328	0,004114	0,000285	0,000423	0,011154	0,000462	0,016447	0,000063			
17352	0,004820	0,000310	0,000492	0,011286	0,000459	0,017376	0,000063			
17376	0,004750	0,000309	0,000489	0,011250	0,000460	0,017266	0,000063			
17400	0,002248	0,000211	0,000227	0,011427	0,000478	0,014599	0,000065			
17424	0,004543	0,000307	0,000468	0,011348	0,000463	0,017138	0,000063			
17448	0,002730	0,000239	0,000284	0,011368	0,000468	0,015098	0,000064			
17472	0,004838	0,000311	0,000491	0,011528	0,000475	0,017649	0,000066			
17496	0,004788	0,000310	0,000491	0,011515	0,000464	0,017577	0,000063			
17520	0,004848	0,000312	0,000492	0,011598	0,000471	0,017729	0,000064			
17544	0,004806	0,000312	0,000492	0,011599	0,000467	0,017685	0,000064			
17568	0,003450	0,000260	0,000358	0,011623	0,000469	0,016169	0,000063			
17592	0,004817	0,000311	0,000490	0,011681	0,000469	0,017777	0,000063			
17616	0,004825	0,000310	0,000494	0,011689	0,000471	0,017798	0,000063			
17640	0,003516	0,000270	0,000357	0,011883	0,000480	0,016515	0,000065			
17664	0,004840	0,000310	0,000490	0,011836	0,000474	0,017958	0,000064			
17688	0,002663	0,000237	0,000272	0,011907	0,000476	0,015562	0,000063			
17712	0,002239	0,000218	0,000236	0,011913	0,000482	0,015096	0,000064			
17736	0,004784	0,000309	0,000484	0,011984	0,000479	0,018048	0,000065			
17760	0,003666	0,000265	0,000372	0,011985	0,000476	0,016771	0,000064			
17784	0,004269	0,000287	0,000436	0,012036	0,000476	0,017512	0,000064			
17808	0,004629	0,000304	0,000479	0,012091	0,000476	0,017988	0,000063			
17832	0,002280	0,000214	0,000239	0,012187	0,000486	0,015414	0,000065			
17856	0,003147	0,000239	0,000325	0,012213	0,000481	0,016412	0,000064			
17880	0,004357	0,000296	0,000441	0,012203	0,000481	0,017786	0,000064			
17904	0,003021	0,000251	0,000300	0,012285	0,000478	0,016344	0,000063			
17928	0,004649	0,000305	0,000474	0,012342	0,000482	0,018258	0,000064			
17952	0,004988	0,000356	0,000619	0,012344	0,000481	0,018798	0,000064			
17976	0,004443	0,000334	0,000543	0,012442	0,000486	0,018257	0,000065			
18000	0,004859	0,000352	0,000601	0,012454	0,000481	0,018755	0,000063			
18024	0,004879	0,000352	0,000602	0,012486	0,000483	0,018811	0,000064			
18048	0,004993	0,000358	0,000622	0,012540	0,000483	0,019005	0,000064			
18072	0,003606	0,000288	0,000433	0,012558	0,000483	0,017377	0,000063			
18096	0,005126	0,000364	0,000644	0,012636	0,000486	0,019264	0,000064			
18120	0,005096	0,000362	0,000627	0,012680	0,000487	0,019262	0,000064			
18144	0,005009	0,000359	0,000622	0,012740	0,000488	0,019226	0,000065			
18168	0,005142	0,000347	0,000638	0,012829	0,000488	0,019455	0,000064			
18192	0,004401	0,000314	0,000540	0,012858	0,000489	0,018611	0,000063			
18216	0,005160	0,000350	0,000637	0,012932	0,000491	0,019579	0,000064			
18240	0,002227	0,000203	0,000267	0,012909	0,000489	0,016103	0,000064			
18264	0,005136	0,000349	0,000645	0,012987	0,000494	0,019620	0,000064			
18288	0,005065	0,000351	0,000634	0,013045	0,000496	0,019599	0,000065			
18312	0,003391	0,000252	0,000421	0,013012	0,000492	0,017575	0,000063			
18336	0,002989	0,000262	0,000340	0,013083	0,000491	0,017174	0,000063			
18360	0,005132	0,000347	0,000644	0,013194	0,000496	0,019821	0,000064			
18384	0,004917	0,000343	0,000613	0,013214	0,000496	0,019591	0,000064			
18408	0,005167	0,000348	0,000636	0,013277	0,000497	0,019934	0,000064			
18432	0,004776	0,000337	0,000596	0,013325	0,000497	0,019540	0,000063			
18456	0,005089	0,000344	0,000626	0,013346	0,000498	0,019913	0,000065			
18480	0,005076	0,000345	0,000626	0,013408	0,000497	0,019962	0,000065			
18504	0,005158	0,000349	0,000639	0,013461	0,000506	0,020122	0,000065			
18528	0,004786	0,000335	0,000591	0,013467	0,000500	0,019688	0,000065			
18552	0,005133	0,000351	0,000638	0,013549	0,000500	0,020180	0,000064			
18576	0,005129	0,000351	0,000639	0,013611	0,000501	0,020240	0,000065			
18600	0,004956	0,000342	0,000616	0,013618	0,000501	0,020042	0,000065			
18624	0,003762	0,000294	0,000462	0,013665	0,000503	0,018694	0,000065			
18648	0,005141	0,000356	0,000642	0,013699	0,000506	0,020353	0,000064			
18672	0,002419	0,000227	0,000285	0,013771	0,000505	0,017214	0,000064			
18696	0,002900	0,000242	0,000343	0,013783	0,000505	0,017781	0,000064			
18720	0,003966	0,000258	0,000503	0,013894	0,000508	0,019138	0,000065			
18744	0,003101	0,000235	0,000379	0,014000	0,000511	0,018234	0,000065			
18768	0,002736	0,000223	0,000321	0,014028	0,000509	0,017825	0,000064			
18792	0,004888	0,000287	0,000619	0,013962	0,000509	0,020274	0,000065			
18816	0,003346	0,000242	0,000407	0,014049	0,000510	0,018562	0,000064			
18840	0,004404	0,000272	0,000555	0,014119	0,000512	0,019871	0,000065			
18864	0,004974	0,000289	0,000640	0,014112	0,000513	0,020537	0,000065			
18888	0,005013	0,000289	0,000633	0,014201	0,000511	0,020656	0,000065			
18912	0,004804	0,000285	0,000606	0,014283	0,000513	0,020501	0,000065			
18936	0,004534	0,000279	0,000566	0,014300	0,000513	0,020201	0,000065			
18960	0,005015	0,000289	0,000632	0,014388	0,000515	0,020848	0,000065			
18984	0,002516	0,000222	0,000299	0,014442	0,000515	0,018001	0,000064			
19008	0,005004	0,000289	0,000634	0,014482	0,000519	0,020937	0,000065			
19032	0,005007	0,000289	0,000635	0,014499	0,000518	0,020956	0,000065			
19056	0,005013	0,000289	0,000632	0,014544	0,000519	0,021006	0,000065			
19080	0,005002	0,000289	0,000634	0,014615	0,000519	0,021068	0,000065			
19104	0,002155	0,000187	0,000253	0,014596	0,000521	0,017719	0,000064			
19128	0,005052	0,000289	0,000634	0,014713	0,000521	0,021218	0,000065			
19152	0,003958	0,000229	0,000499	0,014766	0,000524	0,019983	0,000064			
19176	0,004630	0,000235	0,000595	0,014831	0,000524	0,020825	0,000065			
19200	0,002681	0,000216	0,000320	0,014926	0,000526	0,018678	0,000065			
19224	0,004905	0,000239	0,000635	0,014923	0,000527	0,021238	0,000066			
19248	0,004363	0,000229	0,000566	0,014985	0,000526	0,020677	0,000065			
19272	0,004921	0,000237	0,000633	0,015089	0,000534	0,021423	0,000066			
19296	0,004665	0,000236	0,000601	0,015053	0,000527	0,021089	0,000065			
19320	0,004904	0,000237	0,000634	0,015081	0,000530	0,021396	0,000066			
19344	0,004683	0,000234	0,000602	0,015173	0,000530	0,021230	0,000065			
19368	0,003253	0,000212	0,000404	0,015160	0,000529	0,019567	0,000065			
19392	0,005260	0,000285	0,000633	0,015210	0,000536	0,021933	0,000065			
19416	0,005282	0,000285	0,000632	0,015310	0,000532	0,022050	0,000065			
19440	0,002509	0,000229	0,000283	0,015376	0,000533	0,018939	0,000064			
19464	0,004199	0,000258	0,000494	0,015430	0,000540	0,020929	0,000066			
19488	0,005278	0,000291	0,000639	0,015467	0,000536	0,022220	0,000066			
19512	0,002883	0,000239	0,000329	0,015517	0,000536	0,019513	0,000065			
19536	0,005145	0,000285	0,000621	0,015552	0,000535	0,022147	0,000066			
19560	0,003392	0,000227	0,000400	0,015592	0,000535	0,020155	0,000065			
19584	0,004279	0,000264	0,000522	0,015704	0,000538	0,021315	0,000066			
19608	0,005253	0,000287	0,000636	0,015792	0,000540	0,022517	0,000066			
19632	0,005240	0,000287	0,000636	0,015794	0,000540	0,022506	0,000065			
19656	0,002325	0,000189	0,000277	0,015856	0,000541	0,019196	0,000065			
19680	0,004373	0,000262	0,000518	0,015922	0,000543	0,021627	0,000066			
19704	0,005261	0,000286	0,000632	0,015920	0,000542	0,022650	0,000066			
19728	0,005270	0,000286	0,000639	0,015977	0,000543	0,022724	0,000066			
19752	0,005152	0,000283	0,000619	0,016026	0,000543	0,022631	0,000065			
19776	0,004231	0,000243	0,000510	0,016030	0,000544	0,021566	0,000065			
19800	0,005202	0,000284	0,000622	0,016155	0,000546	0,022819	0,000066			
19824	0,004969	0,000278	0,000593	0,016245	0,000547	0,022640	0,000066			
19848	0,005079	0,000281	0,000611	0,016271	0,000547	0,022799	0,000065			
19872	0,005293	0,000285	0,000632	0,016337	0,000550	0,023106	0,000066			
19896	0,004386	0,000258	0,000532	0,016397	0,000552	0,022134	0,000065			
19920	0,005287	0,000286	0,000641	0,016459	0,000552	0,023233	0,000066			
19944	0,002455	0,000227	0,000289	0,016446	0,000551	0,019976	0,000066			
19968	0,005410	0,000334	0,000637	0,016626	0,000559	0,023575	0,000067			
19992	0,003930	0,000283	0,000462	0,016596	0,000554	0,021833	0,000066			
20016	0,005337	0,000327	0,000632	0,016651	0,000554	0,023509	0,000066			
20040	0,004988	0,000318	0,000597	0,016669	0,000557	0,023138	0,000066			
20064	0,005377	0,000328	0,000635	0,016733	0,000557	0,023638	0,000067			
20088	0,005279	0,000323	0,000620	0,016757	0,000557	0,023546	0,000066			
20112	0,005391	0,000330	0,000642	0,016850	0,000560	0,023783	0,000067			
20136	0,005175	0,000319	0,000611	0,016838	0,000558	0,023511	0,000066			
20160	0,002632	0,000242	0,000302	0,016924	0,000561	0,020670	0,000065			
20184	0,002242	0,000199	0,000247	0,016947	0,000568	0,020211	0,000065			
20208	0,003731	0,000246	0,000433	0,017015	0,000568	0,022003	0,000066			
20232	0,004680	0,000276	0,000549	0,017102	0,000565	0,023181	0,000066			
20256	0,004970	0,000281	0,000594	0,017167	0,000563	0,023583	0,000066			
20280	0,002364	0,000222	0,000261	0,017216	0,000562	0,020633	0,000065			
20304	0,005265	0,000284	0,000627	0,017292	0,000563	0,024040	0,000066			
20328	0,004216	0,000265	0,000491	0,017293	0,000565	0,022838	0,000065			
20352	0,005273	0,000285	0,000625	0,017385	0,000566	0,024143	0,000066			
20376	0,005294	0,000286	0,000635	0,017406	0,000570	0,024200	0,000066			
20400	0,002326	0,000213	0,000265	0,017401	0,000567	0,020780	0,000065			
20424	0,003800	0,000271	0,000443	0,017458	0,000569	0,022549	0,000065			
20448	0,003698	0,000273	0,000425	0,017553	0,000575	0,022532	0,000066			
20472	0,005091	0,000325	0,000596	0,017625	0,000571	0,024217	0,000066			
20496	0,005464	0,000335	0,000636	0,017710	0,000576	0,024729	0,000069			
20520	0,003611	0,000269	0,000420	0,017746	0,000579	0,022633	0,000070			
20544	0,005416	0,000335	0,000633	0,017739	0,000574	0,024705	0,000069			
20568	0,003147	0,000249	0,000365	0,017738	0,000575	0,022083	0,000069			
20592	0,005413	0,000339	0,000635	0,017850	0,000575	0,024821	0,000069			
20616	0,002672	0,000248	0,000306	0,017901	0,000577	0,021713	0,000069			
20640	0,004480	0,000310	0,000532	0,017977	0,000580	0,023888	0,000070			
20664	0,005439	0,000338	0,000638	0,018071	0,000591	0,025086	0,000071			
20688	0,005428	0,000335	0,000636	0,018120	0,000579	0,025106	0,000070			
20712	0,002370	0,000216	0,000271	0,018149	0,000579	0,021593	0,000070			
20736	0,005356	0,000335	0,000633	0,018239	0,000583	0,025156	0,000070			
20760	0,004239	0,000289	0,000485	0,018253	0,000584	0,023858	0,000069			
20784	0,004979	0,000281	0,000584	0,018315	0,000582	0,024749	0,000069			
20808	0,002600	0,000212	0,000297	0,018342	0,000583	0,022043	0,000069			
20832	0,005286	0,000288	0,000618	0,018398	0,000583	0,025181	0,000069			
20856	0,003378	0,000243	0,000389	0,018419	0,000585	0,023022	0,000069			
20880	0,005357	0,000293	0,000643	0,018496	0,000586	0,025382	0,000069			
20904	0,002561	0,000212	0,000300	0,018555	0,000585	0,022221	0,000069			
20928	0,002470	0,000223	0,000251	0,018586	0,000590	0,022128	0,000069			
20952	0,003452	0,000239	0,000400	0,018619	0,000589	0,023307	0,000069			
20976	0,004696	0,000278	0,000549	0,018748	0,000591	0,024870	0,000069			
21000	0,002787	0,000231	0,000318	0,018781	0,000592	0,022717	0,000070			
21024	0,005345	0,000288	0,000622	0,018812	0,000593	0,025668	0,000069			
21048	0,002926	0,000221	0,000326	0,018919	0,000594	0,022994	0,000069			
21072	0,004606	0,000268	0,000533	0,019002	0,000596	0,025015	0,000070			
21096	0,002802	0,000222	0,000320	0,018999	0,000594	0,022947	0,000069			
21120	0,002424	0,000225	0,000277	0,019033	0,000596	0,022564	0,000070			
21144	0,002069	0,000199	0,000234	0,019131	0,000596	0,022236	0,000069			
21168	0,003950	0,000250	0,000452	0,019144	0,000597	0,024402	0,000069			
21192	0,004175	0,000264	0,000481	0,019207	0,000598	0,024734	0,000069			
21216	0,005171	0,000285	0,000602	0,019260	0,000599	0,025926	0,000069			
21240	0,005400	0,000292	0,000637	0,019329	0,000602	0,026270	0,000070			
21264	0,005167	0,000278	0,000611	0,019349	0,000601	0,026015	0,000070			
21288	0,003498	0,000232	0,000402	0,019413	0,000602	0,024156	0,000069			
21312	0,005401	0,000284	0,000632	0,019458	0,000602	0,026385	0,000070			
21336	0,005204	0,000283	0,000608	0,019543	0,000601	0,026248	0,000070			
21360	0,005383	0,000284	0,000631	0,019571	0,000606	0,026483	0,000070			
21384	0,004832	0,000275	0,000560	0,019645	0,000605	0,025925	0,000070			
21408	0,005411	0,000285	0,000632	0,019704	0,000605	0,026646	0,000070			
21432	0,005398	0,000284	0,000631	0,019758	0,000608	0,026688	0,000070			
21456	0,005443	0,000285	0,000631	0,019775	0,000610	0,026753	0,000070			
21480	0,003298	0,000232	0,000382	0,019898	0,000609	0,024428	0,000069			
21504	0,004106	0,000262	0,000471	0,019974	0,000612	0,025434	0,000070			
21528	0,005100	0,000320	0,000596	0,020026	0,000618	0,026669	0,000070			
21552	0,005527	0,000334	0,000638	0,020089	0,000621	0,027219	0,000071			
21576	0,005551	0,000337	0,000641	0,020179	0,000623	0,027339	0,000071			
21600	0,005459	0,000333	0,000637	0,020177	0,000622	0,027239	0,000070			
21624	0,003767	0,000290	0,000417	0,020179	0,000616	0,025278	0,000070			
21648	0,003011	0,000229	0,000346	0,020307	0,000621	0,024523	0,000070			
21672	0,005474	0,000336	0,000642	0,020338	0,000625	0,027424	0,000070			
21696	0,005362	0,000328	0,000622	0,020423	0,000620	0,027364	0,000071			
21720	0,005477	0,000333	0,000635	0,020437	0,000619	0,027510	0,000070			
21744	0,005127	0,000323	0,000594	0,020459	0,000619	0,027130	0,000070			
21768	0,005363	0,000330	0,000620	0,020489	0,000619	0,027431	0,000070			
21792	0,003001	0,000239	0,000336	0,020590	0,000620	0,024794	0,000069			
21816	0,005537	0,000358	0,000638	0,020596	0,000624	0,027763	0,000070			
21840	0,005506	0,000346	0,000637	0,020687	0,000624	0,027810	0,000070			
21864	0,005503	0,000348	0,000638	0,020720	0,000623	0,027840	0,000071			
21888	0,005405	0,000346	0,000627	0,020784	0,000626	0,027796	0,000071			
21912	0,003718	0,000277	0,000425	0,020879	0,000624	0,025933	0,000070			
21936	0,003280	0,000260	0,000372	0,020913	0,000630	0,025464	0,000070			
21960	0,005506	0,000346	0,000637	0,020963	0,000628	0,028089	0,000070			
21984	0,005521	0,000363	0,000642	0,021054	0,000628	0,028216	0,000070			
22008	0,002763	0,000222	0,000318	0,021072	0,000630	0,025013	0,000070			
22032	0,004381	0,000317	0,000512	0,021145	0,000632	0,026996	0,000070			
22056	0,003540	0,000275	0,000396	0,021149	0,000632	0,026001	0,000070			
22080	0,002746	0,000221	0,000319	0,021238	0,000631	0,025162	0,000070			
22104	0,005520	0,000350	0,000643	0,021304	0,000634	0,028460	0,000071			
22128	0,005434	0,000355	0,000623	0,021375	0,000636	0,028431	0,000071			
22152	0,004008	0,000299	0,000459	0,021398	0,000636	0,026808	0,000070			
22176	0,005183	0,000333	0,000594	0,021507	0,000635	0,028261	0,000071			
22200	0,005530	0,000348	0,000637	0,021547	0,000638	0,028708	0,000070			
22224	0,005557	0,000347	0,000638	0,021581	0,000638	0,028769	0,000071			
22248	0,005552	0,000346	0,000644	0,021678	0,000640	0,028868	0,000070			
22272	0,005549	0,000349	0,000642	0,021738	0,000639	0,028925	0,000070			
22296	0,005540	0,000360	0,000646	0,021770	0,000642	0,028967	0,000070			
22320	0,005568	0,000347	0,000638	0,021866	0,000643	0,029071	0,000071			
22344	0,003671	0,000279	0,000414	0,021881	0,000641	0,026895	0,000070			
22368	0,003998	0,000296	0,000452	0,021946	0,000642	0,027342	0,000070			
22392	0,002775	0,000251	0,000305	0,022009	0,000643	0,025991	0,000070			
22416	0,005579	0,000346	0,000639	0,022076	0,000648	0,029298	0,000071			
22440	0,005629	0,000347	0,000634	0,022212	0,000648	0,029478	0,000071			
22464	0,004785	0,000319	0,000539	0,022249	0,000647	0,028549	0,000070			
22488	0,005591	0,000347	0,000636	0,022300	0,000648	0,029531	0,000070			
22512	0,005412	0,000341	0,000613	0,022388	0,000653	0,029415	0,000070			
22536	0,002675	0,000219	0,000299	0,022515	0,000653	0,026370	0,000072			
22560	0,005498	0,000343	0,000624	0,022497	0,000649	0,029620	0,000071			
22584	0,005154	0,000336	0,000582	0,022585	0,000652	0,029319	0,000072			
22608	0,002768	0,000245	0,000312	0,022629	0,000653	0,026615	0,000071			
22632	0,005609	0,000345	0,000646	0,022641	0,000662	0,029912	0,000072			
22656	0,003634	0,000281	0,000407	0,022616	0,000655	0,027602	0,000071			
22680	0,005567	0,000348	0,000634	0,022704	0,000656	0,029918	0,000071			
22704	0,005091	0,000332	0,000576	0,022783	0,000656	0,029446	0,000072			
22728	0,005562	0,000352	0,000638	0,022852	0,000657	0,030071	0,000071			
22752	0,005527	0,000343	0,000631	0,022901	0,000657	0,030067	0,000071			
22776	0,005597	0,000354	0,000634	0,022963	0,000661	0,030218	0,000071			
22800	0,004240	0,000301	0,000474	0,023009	0,000662	0,028695	0,000071			
22824	0,005603	0,000348	0,000636	0,023084	0,000661	0,030342	0,000072			
22848	0,005618	0,000346	0,000634	0,023116	0,000661	0,030383	0,000071			
22872	0,003776	0,000277	0,000421	0,023167	0,000663	0,028312	0,000071			
22896	0,003849	0,000274	0,000444	0,023264	0,000664	0,028503	0,000071			
22920	0,003445	0,000270	0,000370	0,023327	0,000666	0,028086	0,000071			
22944	0,005623	0,000347	0,000636	0,023372	0,000668	0,030654	0,000072			
22968	0,005632	0,000307	0,000634	0,023469	0,000668	0,030718	0,000072			
22992	0,005573	0,000307	0,000633	0,023519	0,000667	0,030708	0,000072			
23016	0,003695	0,000241	0,000419	0,023525	0,000668	0,028556	0,000071			
23040	0,002654	0,000233	0,000291	0,023578	0,000671	0,027435	0,000071			
23064	0,005512	0,000306	0,000623	0,023653	0,000670	0,030772	0,000071			
23088	0,005587	0,000308	0,000631	0,023698	0,000671	0,030903	0,000071			
23112	0,004007	0,000264	0,000451	0,023733	0,000672	0,029135	0,000072			
23136	0,005607	0,000307	0,000633	0,023833	0,000673	0,031063	0,000071			
23160	0,002710	0,000238	0,000287	0,023854	0,000673	0,027769	0,000071			
23184	0,005620	0,000308	0,000633	0,023984	0,000675	0,031228	0,000071			
23208	0,005608	0,000307	0,000632	0,024034	0,000676	0,031266	0,000072			
23232	0,005252	0,000298	0,000591	0,024053	0,000676	0,030878	0,000071			
23256	0,005376	0,000301	0,000605	0,024155	0,000678	0,031123	0,000072			
23280	0,002209	0,000207	0,000238	0,024149	0,000679	0,027489	0,000072			
23304	0,004159	0,000264	0,000466	0,024225	0,000678	0,029801	0,000072			
23328	0,005628	0,000307	0,000632	0,024308	0,000680	0,031565	0,000072			
23352	0,002885	0,000238	0,000320	0,024314	0,000681	0,028447	0,000072			
23376	0,005612	0,000308	0,000638	0,024407	0,000687	0,031660	0,000072			
23400	0,005602	0,000308	0,000632	0,024437	0,000683	0,031670	0,000073			
23424	0,004795	0,000286	0,000543	0,024517	0,000684	0,030834	0,000073			
23448	0,005621	0,000308	0,000635	0,024573	0,000688	0,031833	0,000072			
23472	0,005663	0,000308	0,000637	0,024684	0,000687	0,031988	0,000072			
23496	0,005576	0,000306	0,000632	0,024759	0,000695	0,031977	0,000072			
23520	0,003674	0,000256	0,000404	0,024758	0,000687	0,029787	0,000071			
23544	0,004376	0,000264	0,000497	0,024803	0,000691	0,030639	0,000071			
23568	0,003184	0,000248	0,000348	0,024943	0,000693	0,029424	0,000072			
23592	0,002323	0,000227	0,000262	0,024997	0,000692	0,028510	0,000071			
23616	0,005244	0,000298	0,000583	0,025069	0,000692	0,031896	0,000072			
23640	0,005701	0,000308	0,000633	0,025133	0,000693	0,032478	0,000073			
23664	0,005659	0,000311	0,000641	0,025157	0,000696	0,032473	0,000072			
23688	0,005629	0,000305	0,000627	0,025269	0,000697	0,032536	0,000073			
23712	0,002497	0,000243	0,000279	0,025238	0,000696	0,028962	0,000072			
23736	0,005600	0,000306	0,000625	0,025343	0,000696	0,032577	0,000072			
23760	0,005674	0,000308	0,000634	0,025373	0,000698	0,032696	0,000072			
23784	0,005655	0,000308	0,000634	0,025409	0,000699	0,032713	0,000072			
23808	0,005644	0,000312	0,000633	0,025460	0,000699	0,032756	0,000072			
23832	0,005602	0,000308	0,000628	0,025560	0,000706	0,032813	0,000073			
23856	0,004379	0,000278	0,000486	0,025658	0,000701	0,031511	0,000072			
23880	0,003234	0,000246	0,000364	0,025697	0,000704	0,030253	0,000072			
23904	0,005669	0,000308	0,000635	0,025767	0,000703	0,033091	0,000072			
23928	0,002834	0,000215	0,000297	0,025799	0,000704	0,029857	0,000072			
23952	0,004633	0,000287	0,000512	0,025892	0,000707	0,032040	0,000072			
23976	0,005676	0,000301	0,000634	0,025917	0,000706	0,033243	0,000072			
24000	0,002525	0,000223	0,000279	0,026036	0,000720	0,029793	0,000072			
24024	0,002237	0,000214	0,000247	0,026107	0,000719	0,029532	0,000072			
24048	0,003723	0,000263	0,000505	0,026181	0,000715	0,031397	0,000072			
24072	0,005578	0,000300	0,000785	0,026241	0,000714	0,033626	0,000073			
24096	0,003479	0,000260	0,000462	0,026352	0,000724	0,031286	0,000073			
24120	0,005584	0,000298	0,000784	0,026282	0,000711	0,033667	0,000072			
24144	0,002869	0,000231	0,000377	0,026366	0,000727	0,030579	0,000072			
24168	0,003501	0,000257	0,000469	0,026467	0,000726	0,031428	0,000072			
24192	0,005623	0,000299	0,000791	0,026560	0,000723	0,034005	0,000073			
24216	0,003099	0,000231	0,000391	0,026578	0,000720	0,031028	0,000072			
24240	0,005834	0,000350	0,000799	0,026700	0,000718	0,034412	0,000073			
24264	0,003655	0,000284	0,000481	0,026740	0,000723	0,031892	0,000072			
24288	0,005845	0,000351	0,000799	0,026964	0,000730	0,034698	0,000073			
24312	0,005859	0,000351	0,000802	0,027039	0,000724	0,034784	0,000073			
24336	0,002554	0,000243	0,000311	0,027077	0,000736	0,030929	0,000073			
24360	0,005647	0,000345	0,000769	0,027018	0,000723	0,034511	0,000073			
24384	0,005844	0,000350	0,000798	0,027039	0,000726	0,034765	0,000072			
24408	0,005337	0,000332	0,000723	0,027108	0,000726	0,034235	0,000072			
24432	0,005904	0,000351	0,000804	0,027176	0,000730	0,034975	0,000073			
24456	0,005854	0,000351	0,000802	0,027281	0,000727	0,035024	0,000073			
24480	0,005243	0,000332	0,000712	0,027339	0,000728	0,034364	0,000074			
24504	0,005823	0,000350	0,000793	0,027321	0,000732	0,035028	0,000073			
24528	0,002684	0,000236	0,000343	0,027410	0,000732	0,031414	0,000072			
24552	0,005842	0,000357	0,000801	0,027419	0,000732	0,035159	0,000073			
24576	0,005814	0,000350	0,000798	0,027546	0,000735	0,035253	0,000072			
24600	0,004551	0,000308	0,000601	0,027580	0,000733	0,033783	0,000082			
24624	0,005327	0,000335	0,000720	0,027657	0,000738	0,034787	0,000083			
24648	0,002790	0,000253	0,000333	0,027689	0,000733	0,031808	0,000082			
24672	0,005675	0,000346	0,000780	0,027699	0,000735	0,035245	0,000083			
24696	0,004151	0,000301	0,000541	0,027785	0,000735	0,033523	0,000082			
24720	0,003850	0,000281	0,000518	0,027922	0,000743	0,033323	0,000082			
24744	0,005517	0,000341	0,000744	0,027981	0,000738	0,035330	0,000082			
24768	0,005752	0,000349	0,000782	0,027990	0,000738	0,035620	0,000083			
24792	0,005856	0,000351	0,000800	0,028111	0,000747	0,035875	0,000083			
24816	0,004930	0,000323	0,000650	0,028198	0,000752	0,034862	0,000084			
24840	0,005914	0,000351	0,000808	0,028258	0,000753	0,036093	0,000085			
24864	0,005858	0,000351	0,000802	0,028323	0,000743	0,036086	0,000084			
24888	0,005914	0,000352	0,000804	0,028524	0,000753	0,036356	0,000083			
24912	0,005424	0,000348	0,000710	0,029040	0,000762	0,036294	0,000085			
24936	0,005888	0,000341	0,000797	0,028642	0,000754	0,036432	0,000084			
24960	0,002743	0,000246	0,000346	0,028705	0,000756	0,032805	0,000083			
24984	0,002671	0,000252	0,000335	0,028691	0,000763	0,032721	0,000084			
25008	0,005891	0,000342	0,000801	0,028730	0,000755	0,036528	0,000084			
25032	0,005843	0,000341	0,000797	0,028706	0,000750	0,036448	0,000082			
25056	0,006063	0,000352	0,000805	0,029309	0,000764	0,037304	0,000085			
25080	0,005890	0,000342	0,000801	0,029152	0,000768	0,036964	0,000084			
25104	0,005850	0,000341	0,000798	0,028930	0,000759	0,036688	0,000083			
25128	0,003810	0,000277	0,000498	0,029110	0,000767	0,034471	0,000084			
25152	0,005220	0,000320	0,000705	0,029171	0,000762	0,036188	0,000084			
25176	0,002841	0,000222	0,000371	0,029135	0,000758	0,033337	0,000082			
25200	0,005828	0,000339	0,000791	0,029247	0,000769	0,036985	0,000085			
25224	0,005815	0,000339	0,000791	0,029205	0,000758	0,036918	0,000083			
25248	0,005188	0,000316	0,000697	0,029304	0,000760	0,036274	0,000083			
25272	0,005892	0,000340	0,000797	0,029363	0,000762	0,037164	0,000083			
25296	0,005556	0,000329	0,000752	0,029406	0,000761	0,036813	0,000083			
25320	0,003212	0,000273	0,000414	0,029430	0,000762	0,034100	0,000082			
25344	0,004966	0,000318	0,000666	0,029603	0,000765	0,036327	0,000083			
25368	0,005530	0,000331	0,000748	0,029632	0,000768	0,037018	0,000083			
25392	0,002872	0,000247	0,000346	0,029661	0,000770	0,033905	0,000083			
25416	0,005724	0,000336	0,000773	0,029780	0,000764	0,037386	0,000083			
25440	0,005293	0,000323	0,000709	0,029802	0,000767	0,036904	0,000083			
25464	0,005236	0,000323	0,000703	0,029878	0,000768	0,036919	0,000083			
25488	0,005910	0,000340	0,000797	0,029971	0,000769	0,037797	0,000083			
25512	0,002924	0,000215	0,000338	0,030374	0,000784	0,034645	0,000084			
25536	0,005838	0,000326	0,000773	0,031073	0,000809	0,038831	0,000089			
25560	0,005019	0,000326	0,000673	0,030478	0,000793	0,037300	0,000084			
25584	0,005885	0,000333	0,000807	0,030571	0,000782	0,038388	0,000085			
25608	0,005484	0,000322	0,000752	0,030373	0,000776	0,037715	0,000084			
